1,46449,6623,121020,2021-03-22,Iniciativa de Ley,5,Estudio,2,En comisión,4,175,2021-03-24
2,46449,6623,120580,2021-03-10,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,173,2021-03-18
3,46438,6621,121024,2021-03-22,Iniciativa de Ley,5,Estudio,2,En comisión,4,173,2021-03-18
4,46438,6621,120565,2021-03-09,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,173,2021-03-18
5,46437,6620,121015,2021-03-22,Iniciativa de Decreto,4,Estudio,2,En comisión,4,173,2021-03-18
6,46437,6620,120553,2021-03-10,Iniciativa de Decreto,4,Ingreso Administrativo,1,Para agendar en sesión,1,173,2021-03-18
7,46436,6619,121016,2021-03-22,Iniciativa de Ley,5,Estudio,2,En comisión,4,173,2021-03-18
8,46436,6619,120552,2021-03-10,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,173,2021-03-18
9,46434,6618,121017,2021-03-22,Iniciativa de Ley,5,Estudio,2,En comisión,4,173,2021-03-18
10,46434,6618,120549,2021-03-09,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,173,2021-03-18
11,46423,6615,121014,2021-03-22,Iniciativa de Ley,5,Estudio,2,En comisión,4,173,2021-03-18
12,46423,6615,120534,2021-03-10,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,173,2021-03-18
13,46420,6613,121018,2021-03-22,Iniciativa de Ley,5,Estudio,2,En comisión,4,173,2021-03-18
14,46420,6613,120529,2021-03-05,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,173,2021-03-18
15,46417,6611,121013,2021-03-22,Iniciativa de Ley,5,Estudio,2,En comisión,4,173,2021-03-18
16,46417,6611,120517,2021-03-04,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,173,2021-03-18
17,46414,6608,121011,2021-03-22,Iniciativa de Ley,5,Estudio,2,En comisión,4,173,2021-03-18
18,46414,6608,120514,2021-03-04,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,173,2021-03-18
19,46412,6606,121012,2021-03-22,Iniciativa de Ley,5,Estudio,2,En comisión,4,173,2021-03-18
20,46412,6606,120512,2021-03-08,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,173,2021-03-18
21,46398,6600,120597,2021-03-12,Iniciativa de Ley,5,Estudio,2,En comisión,4,172,2021-03-10
22,46398,6600,120414,2021-03-02,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,172,2021-03-10
23,46381,6595,120599,2021-03-12,Iniciativa de Ley,5,Estudio,2,En comisión,4,172,2021-03-10
24,46381,6595,120291,2021-02-26,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,172,2021-03-10
25,46380,6594,120600,2021-03-12,Iniciativa de Ley,5,Estudio,2,En comisión,4,172,2021-03-10
26,46380,6594,120290,2021-02-26,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,172,2021-03-10
27,46379,6593,121269,2021-03-12,Iniciativa de Decreto,4,Estudio,2,En comisión,4,172,2021-03-10
28,46379,6593,120288,2021-02-26,Iniciativa de Decreto,4,Ingreso Administrativo,1,Para agendar en sesión,1,172,2021-03-10
29,46378,6592,120601,2021-03-12,Iniciativa de Ley,5,Estudio,2,En comisión,4,172,2021-03-10
30,46378,6592,120287,2021-02-26,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,172,2021-03-10
31,46377,6591,120602,2021-03-12,Iniciativa de Ley,5,Estudio,2,En comisión,4,172,2021-03-10
32,46377,6591,120286,2021-02-26,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,172,2021-03-10
33,46369,6587,120598,2021-03-12,Iniciativa de Ley,5,Estudio,2,En comisión,4,172,2021-03-10
34,46369,6587,120260,2021-02-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,172,2021-03-10
35,46365,6584,120595,2021-03-12,Iniciativa de Ley,5,Estudio,2,En comisión,4,172,2021-03-10
36,46365,6584,120241,2021-02-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,172,2021-03-10
37,46355,6581,120592,2021-03-12,Iniciativa de Decreto,4,Estudio,2,En comisión,4,172,2021-03-10
38,46355,6581,120225,2021-02-25,Iniciativa de Decreto,4,Ingreso Administrativo,1,Para agendar en sesión,1,172,2021-03-10
39,46321,6569,120581,2021-03-12,Iniciativa de Decreto,4,Estudio,2,En comisión,4,172,2021-03-10
40,46321,6569,120146,2021-02-23,Iniciativa de Decreto,4,Ingreso Administrativo,1,Para agendar en sesión,1,172,2021-03-10
41,46320,6568,120582,2021-03-12,Iniciativa de Decreto,4,Estudio,2,En comisión,4,172,2021-03-10
42,46320,6568,120145,2021-02-12,Iniciativa de Decreto,4,Ingreso Administrativo,1,Para agendar en sesión,1,172,2021-03-10
43,33956,6528,90321,2018-11-22,Dictamen de Decreto,12,Estudio,2,Regresado a Comisión,9,8,2018-11-22
44,33956,6528,87946,2018-10-22,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,205,2018-10-17
45,33956,6528,86507,2018-09-18,Iniciativa de Ley,5,Estudio,2,En comisión,4,199,2018-09-13
46,33956,6528,86459,2018-09-13,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,199,2018-09-13
47,45672,6220,118327,2020-11-27,Iniciativa de Ley,5,Estudio,2,En comisión,4,156,2020-11-25
48,45672,6220,117673,2020-11-11,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,156,2020-11-25
49,45643,6209,117782,2020-11-11,Iniciativa de Ley,5,Estudio,2,En comisión,4,154,2020-11-11
50,45643,6209,117608,2020-11-09,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,154,2020-11-11
51,45641,6207,117780,2020-11-11,Iniciativa de Ley,5,Estudio,2,En comisión,4,154,2020-11-11
52,45641,6207,117584,2020-11-06,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,154,2020-11-11
53,45634,6201,117779,2020-11-11,Iniciativa de Ley,5,Estudio,2,En comisión,4,154,2020-11-11
54,45634,6201,117484,2020-11-06,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,154,2020-11-11
55,45633,6200,118724,2020-12-07,Minuta de Decreto,13,Concluido,3,Aprobado,34,159,2020-12-07
56,45633,6200,118808,2020-12-07,Dictamen de Decreto,12,Estudio,2,Segunda Lectura,14,159,2020-12-07
57,45633,6200,118695,2020-12-07,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,159,2020-12-07
58,45633,6200,117778,2020-11-11,Iniciativa de Decreto,4,Estudio,2,En comisión,4,154,2020-11-11
59,45633,6200,117479,2020-11-09,Iniciativa de Decreto,4,Ingreso Administrativo,1,Para agendar en sesión,1,154,2020-11-11
60,45570,6148,118972,2020-12-10,Minuta de Decreto,13,Concluido,3,Aprobado,34,162,2020-12-10
61,45570,6148,118971,2020-12-10,Dictamen de Decreto,12,Estudio,2,Modificaciones,16,162,2020-12-10
62,45570,6148,118907,2020-12-10,Dictamen de Decreto,12,Estudio,2,Segunda Lectura,14,162,2020-12-10
63,45570,6148,118901,2020-12-10,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,160,2020-12-10
64,45570,6148,117447,2020-11-09,Iniciativa de Decreto,4,Estudio,2,En comisión,4,151,2020-11-05
65,45570,6148,117020,2020-10-31,Iniciativa de Decreto,4,Ingreso Administrativo,1,Para agendar en sesión,1,151,2020-11-05
66,45568,6146,117449,2020-11-09,Iniciativa de Ley,5,Estudio,2,En comisión,4,151,2020-11-05
67,45568,6146,117017,2020-10-30,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,151,2020-11-05
68,45563,6141,118351,2020-11-27,Iniciativa de Ley,5,Estudio,2,En comisión,4,156,2020-11-25
69,45563,6141,117746,2020-11-04,Comunicaciones de Trámite Legislativo,1,Ingreso Administrativo,1,Para agendar en sesión,1,156,2020-11-25
70,45563,6141,116971,2020-10-29,Iniciativa de Ley,5,Estudio,2,En comisión,4,151,2020-11-05
71,45562,6140,117444,2020-11-09,Iniciativa de Ley,5,Estudio,2,En comisión,4,151,2020-11-05
72,45562,6140,116970,2020-10-29,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,151,2020-11-05
73,45561,6139,117446,2020-11-09,Iniciativa de Ley,5,Estudio,2,En comisión,4,151,2020-11-05
74,45561,6139,116969,2020-10-29,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,151,2020-11-05
75,45557,6135,117443,2020-11-09,Iniciativa de Ley,5,Estudio,2,En comisión,4,151,2020-11-05
76,45557,6135,116959,2020-10-29,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,151,2020-11-05
77,45556,6134,119464,2021-02-03,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,178,2021-04-22
78,45556,6134,117442,2020-11-09,Iniciativa de Ley,5,Estudio,2,En comisión,4,151,2020-11-05
79,45556,6134,116958,2020-10-29,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,151,2020-11-05
80,45555,6133,117441,2020-11-09,Iniciativa de Ley,5,Estudio,2,En comisión,4,151,2020-11-05
81,45555,6133,116957,2020-10-29,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,151,2020-11-05
82,45554,6132,120522,2021-03-08,Dictamen de Decreto,12,Estudio,2,Regresado a Comisión,9,173,2021-03-18
83,45554,6132,117440,2020-11-09,Iniciativa de Ley,5,Estudio,2,En comisión,4,151,2020-11-05
84,45554,6132,116956,2020-10-29,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,151,2020-11-05
85,45553,6131,117439,2020-11-09,Iniciativa de Ley,5,Estudio,2,En comisión,4,151,2020-11-05
86,45553,6131,116955,2020-10-29,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,151,2020-11-05
87,45520,6127,117728,2020-11-11,Minuta de Decreto,13,Concluido,3,Aprobado,34,154,2020-11-11
88,45520,6127,117722,2020-11-11,Dictamen de Decreto,12,Estudio,2,Segunda Lectura,14,154,2020-11-11
89,45520,6127,117394,2020-11-05,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,154,2020-11-11
90,45520,6127,117074,2020-11-04,Iniciativa de Ley,5,Estudio,2,En comisión,4,150,2020-10-29
91,45520,6127,116878,2020-10-15,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,150,2020-10-29
92,45501,6122,116965,2020-10-29,Acuerdo Legislativo,11,Concluido,3,Aprobado,34,150,2020-10-29
93,45501,6122,117062,2020-10-29,Acuerdo Legislativo,11,Estudio,2,En comisión,4,150,2020-10-29
94,45501,6122,116849,2020-10-26,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,150,2020-10-29
95,45491,6116,118279,2020-11-25,Minuta de Decreto,13,Concluido,3,Aprobado,34,156,2020-11-25
96,45491,6116,118281,2020-11-25,Dictamen de Decreto,12,Estudio,2,Segunda Lectura,14,156,2020-11-25
97,45491,6116,118143,2020-11-24,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,156,2020-11-25
98,45491,6116,117071,2020-11-04,Iniciativa de Ley,5,Estudio,2,En comisión,4,150,2020-10-29
99,45491,6116,116797,2020-10-23,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,150,2020-10-29
100,45477,6114,120524,2021-03-08,Dictamen de Decreto,12,Estudio,2,Regresado a Comisión,9,173,2021-03-18
101,45477,6114,117072,2020-11-04,Iniciativa de Ley,5,Estudio,2,En comisión,4,150,2020-10-29
102,45477,6114,116740,2020-10-22,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,150,2020-10-29
103,45475,6112,117073,2020-11-04,Iniciativa de Ley,5,Estudio,2,En comisión,4,150,2020-10-29
104,45475,6112,116738,2020-10-22,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,150,2020-10-29
105,45470,6107,119641,2021-02-16,Minuta de Decreto,13,Concluido,3,Aprobado,34,164,2020-12-18
106,45470,6107,119640,2021-02-16,Dictamen de Decreto,12,Estudio,2,Modificaciones,16,164,2020-12-18
107,45470,6107,119570,2020-12-18,Dictamen de Decreto,12,Estudio,2,Segunda Lectura,14,164,2020-12-18
108,45470,6107,119063,2020-12-16,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,164,2020-12-18
109,45470,6107,118588,2020-12-02,Dictamen de Decreto,12,Estudio,2,Regresado a Comisión,9,161,2020-12-10
110,45470,6107,117070,2020-11-04,Iniciativa de Ley,5,Estudio,2,En comisión,4,150,2020-10-29
111,45470,6107,116694,2020-10-21,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,150,2020-10-29
112,45459,6103,116761,2020-10-22,Minuta de Decreto,13,Concluido,3,Aprobado,34,148,2020-10-22
113,45459,6103,116747,2020-10-22,Dictamen de Decreto,12,Estudio,2,Segunda Lectura,14,148,2020-10-22
114,45459,6103,116718,2020-10-22,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,148,2020-10-22
115,45459,6103,116639,2020-10-21,Iniciativa de Decreto,4,Ingreso Administrativo,1,Para agendar en sesión,1,148,2020-10-22
116,45445,6094,117724,2020-11-11,Minuta de Decreto,13,Concluido,3,Aprobado,34,154,2020-11-11
117,45445,6094,117719,2020-11-11,Dictamen de Decreto,12,Estudio,2,Segunda Lectura,14,154,2020-11-11
118,45445,6094,117391,2020-11-05,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,154,2020-11-11
119,45445,6094,117068,2020-11-04,Iniciativa de Ley,5,Estudio,2,En comisión,4,150,2020-10-29
120,45445,6094,116587,2020-10-06,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,150,2020-10-29
121,45444,6093,117069,2020-11-04,Iniciativa de Ley,5,Estudio,2,En comisión,4,150,2020-10-29
122,45444,6093,116586,2020-10-20,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,150,2020-10-29
123,45428,6079,117065,2020-11-04,Iniciativa de Ley,5,Estudio,2,En comisión,4,150,2020-10-29
124,45428,6079,116442,2020-10-16,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,150,2020-10-29
125,45427,6078,117067,2020-11-04,Iniciativa de Ley,5,Estudio,2,En comisión,4,150,2020-10-29
126,45427,6078,116441,2020-10-15,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,150,2020-10-29
127,45426,6077,117066,2020-11-04,Iniciativa de Ley,5,Estudio,2,En comisión,4,150,2020-10-29
128,45426,6077,116440,2020-10-15,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,150,2020-10-29
129,45420,6071,117063,2020-11-04,Iniciativa de Ley,5,Estudio,2,En comisión,4,150,2020-10-29
130,45420,6071,116433,2020-10-15,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,150,2020-10-29
131,45419,6070,120449,2021-03-17,Dictamen de Decreto,12,Estudio,2,Segunda Lectura,14,172,2021-03-10
132,45419,6070,120555,2021-03-10,Minuta de Decreto,13,Concluido,3,Aprobado,34,172,2021-03-10
133,45419,6070,119038,2020-12-14,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,166,2021-02-16
134,45419,6070,117064,2020-11-04,Iniciativa de Ley,5,Estudio,2,En comisión,4,150,2020-10-29
135,45419,6070,116432,2020-10-15,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,150,2020-10-29
136,45418,6069,116517,2020-10-15,Minuta de Decreto,13,Concluido,3,Aprobado,34,146,2020-10-15
137,45418,6069,116516,2020-10-15,Dictamen de Decreto,12,Estudio,2,Segunda Lectura,14,146,2020-10-15
138,45418,6069,116431,2020-10-15,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,146,2020-10-15
139,45418,6069,116515,2020-10-15,Iniciativa de Ley,5,Estudio,2,En comisión,4,146,2020-10-15
140,45418,6069,116430,2020-10-15,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,146,2020-10-15
